ID,Parent,Dependent
c2fe0492-c5c5-48f5-afb8-c97205145a85,False,Var1
33764ac0-a792-4afb-8df4-4d5f1e73633c,True,Control
97a509e3-d701-4195-8b15-a5f6558ffd2e,False,Var2
fc87e726-beea-43bd-a5b1-52e220aa1d6c,True,Control
3d476267-d9c0-4c9a-9402-7df86acfb165,False,Var1
de446d7c-78b0-49ff-a8e1-5026842443d7,False,Var1
3e6c3ddf-e675-4f7c-8683-25110b7476a9,False,Var2
307ac1c0-d4a1-4933-9deb-90d204ec0947,True,Control
092fec86-1754-42dd-bd0b-a39af4affbf6,True,Control
26b5371d-54e3-4aec-986d-40867c6b652a,False,Var1
5203a072-08a1-4b08-876c-519c65bc27e1,False,Var1
36ffe229-d751-4c7d-a6e9-c86e5b34a5c7,True,Control
71acbab9-b3c3-4d76-b495-fd88e9365e92,True,Control
84820093-4536-4d3c-8467-b2fb1f301b94,True,Control
13c31b4f-7e0a-4a93-8e48-5de531cd0172,False,Var2
d5a5df52-8e6b-47a4-b21d-9ecb6e7efdbe,False,Var1
cd51f727-0f24-47e2-b234-da65b737b735,True,Control
34d96bc2-a286-481c-a147-9556fdc5fa28,True,Control
12d2628e-8b92-4f00-962e-dc4b42f567a0,False,Var1
bcc82452-70c8-4822-88d1-38324730f025,False,Var1
4b526e43-2474-4a5f-8ebd-fc9e064cc46c,False,Var1
846d075f-a479-4242-b4be-16756c4dddb5,True,Control
f9746fa6-dcce-438f-9f1a-88086a8697ce,True,Control
e80f6b70-7534-4e17-bec8-884d69fd3e14,True,Control
c2d31465-8765-4f06-b7a8-0caaad6ba06f,False,Var1
7e5e4a38-4cbb-453a-b047-1febc7536776,False,Var1
09f9fc87-8516-4178-9f25-7f8406460a64,False,Var2
df313e15-fa6b-424b-966a-a8e2a465703b,True,Control
d45ed4f5-328b-4057-8abd-ab6ed92d6f75,False,Var1
3acc619d-0f3f-40f4-ac63-d2d01b8e2fcf,True,Control
22a0c17b-1ae7-4147-9e60-3fe9791f6c19,True,Control
38d112a7-f1a6-43ac-9292-742ff4e0c75b,True,Control
e063253f-4533-41fd-8444-3646a8281de9,False,Var2
a4799dbd-77bb-452f-a68d-981537553ea1,True,Control
85cd93b9-d45e-4522-b2c9-8f2db598a3cc,True,Control
a1bb5af4-257a-4423-926b-101c0d6c170a,True,Control
a1dbcb8d-0b98-4e07-8134-76e3d586d9d7,False,Var1
d7da0e19-3e94-4b59-b5c9-c1a1c833f6ff,False,Var2
a22048bb-c1e7-4afa-8d09-e73e951330da,False,Var1
15970d8c-613e-4f00-a067-92e86238a2a4,False,Var2
eded8ce0-f880-4506-bc8d-7813c62536a0,True,Control
0d850346-e280-4220-ac4a-a0b451e9eaa6,False,Var2
404d62c5-46e2-491f-8834-d2e82d552c29,False,Var1
5988124e-9106-4616-ab6b-e32fbe267067,False,Var1
90042444-8740-4e6a-ba78-7b6c5f8353d5,True,Control
07cb6259-ac48-4b57-b1f1-27667019ccca,True,Control
c0127958-095f-4ee3-b7fc-882029f69c08,False,Var2
2c94ef7b-e1eb-4a7d-9504-6191debeb372,False,Var2
4cf0648b-a10e-4fc3-95a1-fcf94d8a1ee3,True,Control
62edfc79-df4c-47cc-86fb-0d48d7be62e6,False,Var1
0f31a9e8-b581-45ce-ad36-fff7f2e4fa27,True,Control
d235a5ed-daf6-457c-b5e8-f3df5109472d,True,Control
b544c61f-3375-4a75-8d2b-e46f4f423f4c,False,Var2
2e96856f-0eba-42ca-b7b7-c7b881f13177,True,Control
5450c282-1754-4cef-b217-16fb1a720579,False,Var2
13fe5019-e0a3-4874-a247-197dc4c4f33a,False,Var1
9738da93-21a8-41f9-9db5-e97b4ac5ae0e,True,Control
34f9bb11-dfe7-4b15-bc58-3b012a9507c9,True,Control
a3f71ece-0877-4235-af73-9b4caa6212c9,False,Var2
87771a01-d9f6-4fa1-af29-48cd247df84c,False,Var2
af05938c-b4e5-43fc-a326-c7db12e970ad,True,Control
11307ee9-a2e1-4353-a1af-5a96c373bba7,True,Control
63f310e6-edde-45a8-8c3e-5ae4c9a2e991,True,Control
72b68ade-52cd-4520-986b-d47bf0c10d2f,True,Control
c9b3054b-47d3-4b15-80fc-b43102636a5b,False,Var2
d06d4626-b4b9-4809-bee2-613d50b38528,False,Var1
af81ba8a-0d1e-4c44-b7e5-419d031111f2,False,Var2
edc2b72a-6495-46f0-a7c7-3f53d08ebe07,False,Var1
c19569c4-a8e1-4951-b5de-32e9b93c9e36,False,Var1
04dda216-6f0e-480d-98ff-6870a913a40e,True,Control
6ac3fbbe-b5c9-477f-b4ad-e038f0c9c648,True,Control
2dd522ec-0364-4041-bd02-59775a66d06e,True,Control
886a2431-929a-4bc5-8aae-e045dcbf6f6d,True,Control
5a887820-1872-4853-ab63-ad1a3a06ebb9,False,Var2
47e5b59d-80f0-455e-9d4d-8d683308de69,True,Control
0960dfec-9c08-4248-967e-98a507447498,False,Var2
64ac7dd9-f4ba-4b6a-85d1-adfc660becef,True,Control
8cd4cd3c-05a9-4d44-9e14-f06a2a6def39,False,Var1
2155d460-f8e6-4a71-a62b-275467b38dd0,True,Control
b20e87d6-18fa-4b66-b01a-722f833e7114,True,Control
94bb26c8-4baf-466c-8812-60ead099fac3,False,Var1
d9b04970-4e9f-4e3e-a837-21739d1c0af2,False,Var2
ee236f2a-24c5-4317-bef5-17463d4527d8,False,Var2
c780ba09-f420-4d8d-8e56-61946b7bf1e2,False,Var1
22ccda60-b8f4-4f71-a243-09af1e643260,True,Control
e06d393a-317b-4b97-af98-0631d7636ab8,False,Var2
2a7daa13-f587-4447-b17f-1d41834e1dcb,True,Control
487c1903-36ff-449e-b655-53c4a35a526b,True,Control
2d71cf68-c606-4f1a-8965-a099cac4adb3,False,Var1
65abefcf-3bc2-4d8b-982b-e08bbe2e2532,True,Control
20a0c888-533e-4ae1-91ad-81a6c7a1dc91,False,Var2
ee24a358-9922-4d1a-8689-b2b53b9e79f8,False,Var2
247cd5af-c581-47fb-ae2b-49fff2b720b7,False,Var2
5486f3f5-b413-40ae-ac72-8f6680b54672,True,Control
a01645b0-014e-409d-afe5-8539be7add90,True,Control
cb93307d-6118-4ba8-925d-1c4770791a8c,False,Var1
0a481476-72e6-43e9-8d26-717a91b52607,False,Var1
39cf267d-e604-47b1-b1a4-2bf9e1eaa1f2,False,Var1
d7d12b02-a349-4179-a15c-ec992f653034,True,Control
b68408b2-3c5a-4c1a-a4fe-17f11bd6e030,True,Control
a667a35f-2464-42c5-b21e-1d6033d265b9,True,Control
54914150-2cee-40a2-a213-8c9b294eada0,True,Control
60847ac1-f5e5-4815-b059-e9604cbb9e29,True,Control
122aaa95-efbe-4b91-808d-1f2e194932ac,False,Var2
813d470f-0ab3-4123-97aa-b670a5822e09,True,Control
50aab041-9d12-4bab-872d-4ec6c004d24f,True,Control
5f66ee86-8024-43f8-81d0-80bdf1726ab9,True,Control
b4b59ea6-568f-4d03-ba6a-b2d5a4f4425c,False,Var2
b9c05117-7f58-4ea8-8a71-01ecbce6d139,True,Control
739bf260-ffe0-49b2-adad-c78670476e1e,True,Control
c4f86dbe-1a21-47b0-a51e-d58129397bc1,False,Var2
9cf49ddd-8e7d-4cda-a9d1-2aa8d29a149b,True,Control
9c4e943e-8b0c-4acd-aae2-1de09901665e,False,Var1
cae0852c-49cb-4e1d-b8c6-8a6d620c863a,False,Var2
efcc9dd6-197e-49e1-8fd7-2297912b9a0a,False,Var2
5f7978c5-e6e4-4f7d-9a1d-99d8ed93521f,True,Control
a36bab32-220b-4dcb-81a4-2769f030ff74,True,Control
ca1265c0-f7aa-435d-9e55-30c6dd52f186,True,Control
4bfad9f1-28fd-4cb4-a599-db7ceb11bb0c,False,Var1
dd87e32c-12b2-4fb7-9e0e-53c4e334fdb3,True,Control
52b0db86-796c-4542-9d1a-cd4cb18ee7c5,True,Control
54e1b172-4fd2-4831-bc83-adb21741f9f2,True,Control
11845a23-bc09-4f5f-85f4-fa9a057aad0d,False,Var1
4f8f66a1-40e0-4c2a-b91d-532d8304db80,False,Var1
27741a9b-a2b1-484e-a152-bb7a9df8c15c,True,Control
7564834f-34d5-4928-abe3-61eae3091c7a,True,Control
438ee29f-ca48-4797-9998-91a1c8d2400c,False,Var1
805ce1c6-29c4-4e17-8d4e-7ef460a47f63,False,Var1
e5e92600-55d1-4759-806b-9938fe8738fa,False,Var1
91e41193-c994-4587-b1d5-24cec3fc6af9,True,Control
9b64213e-f18a-48c5-85a9-7726d2d6327f,True,Control
e3d7eff3-1904-45a4-997e-cdc341062e45,True,Control
469b96f9-b54d-40e5-b155-e0aa416ff9bf,True,Control
1ba2c8be-82e0-45f1-a9c7-cf0ebf4bc214,False,Var1
d03dd28c-3f63-44dd-886d-e526faec5da2,True,Control
fbd7af76-9591-4930-a12b-4a2c227411b0,True,Control
e8e24870-04de-421c-aeb8-2edd9df09487,False,Var1
ac87fa3b-fd20-40d0-8a25-981cb47ec103,False,Var2
0cd74503-ab11-4a2c-9e7a-e4e535c1e163,True,Control
1e2e9511-5033-444c-b09c-9f946c5e309e,False,Var2
0357deaa-69a3-43fc-8fb9-64a4f78e1914,False,Var1
dc5d0bde-c583-4a41-b52c-eff91f03bc03,True,Control
c6579d93-af0e-4d40-8315-c190b4d77486,True,Control
9e079623-56aa-42d5-8bc8-932fd1d893be,True,Control
24a0dac3-d3f6-4a9c-91be-fd80ac12df7c,False,Var1
63d2dc4c-ed44-4f57-995b-72b5009b3b32,False,Var2
5cbaba76-1e50-4f0c-8e81-f8f4251a8187,False,Var1
64a41126-81e9-4342-9ce9-6285ea1304ce,True,Control
cdc5db98-af4f-4260-a2b1-0f7e73f0c547,True,Control
0f5051e2-1ec0-4002-a24d-4c497dfd3679,False,Var2
61c1d719-eb21-4963-ba82-570463896427,True,Control
0f9fc76e-d66a-4031-9df2-944d1fe48ff0,False,Var1
30662871-c1fc-4dc7-8cdb-3a6487e11dae,True,Control
57a455f1-ca8c-4335-a3eb-7a0f38423758,False,Var2
c6bc87b2-23c4-429e-bf3b-601e95527fbd,True,Control
b1e78e75-bb23-4377-ae05-5ca12dc38cb5,False,Var2
39aa9246-81a1-4796-a8d3-fcedc349dc82,False,Var1
7490dc6d-c83e-4ae6-8b0d-48c956fd942e,True,Control
1d3f237f-8493-4fe8-ba3a-a4fdb779eb41,False,Var1
671cf3ab-8f83-45d1-9e2f-b302f9bc876d,True,Control
c6b1141a-7909-4ea4-b187-fedd51221718,False,Var1
60669d27-d71a-43b6-b6dd-c6c5ff127838,True,Control
125454f3-2a36-44c6-94b0-e86225f71309,True,Control
18bc3f21-51e9-4d38-8402-4b501225c575,True,Control
95767d16-f3ef-485b-9079-73ce55f497e0,False,Var2
4c46cdbc-15c3-4136-b8f8-fab84b835ea8,True,Control
a4c9dcce-4cc0-443e-ab9b-49cd65d6f1bb,True,Control
b9c102cc-3b71-4099-b06e-1b4929c48cca,False,Var2
8e801e60-c504-437d-b785-9b0efc4f25a2,True,Control
2221e697-ab83-4575-9b8a-d7497ca2c395,True,Control
eacede5c-5c8b-4eb4-8de1-20d8499514b8,False,Var2
636837e6-cf63-4038-8a24-ba8b1e7d26b6,False,Var1
d3fec07a-e650-42fc-864a-30c53ee03bb4,True,Control
8ce0ca7c-de62-47d6-8356-b1251e32aefd,True,Control
642489f8-1c1e-4f31-a279-7bceb823d4a6,True,Control
aa0f44d6-df57-4c67-9866-714aa121a067,True,Control
8673b3ac-6858-4056-82e4-74a8f452d0a9,True,Control
1ff12e89-1fc9-4693-943c-6ad251530840,True,Control
29bcf4ec-838b-45d9-be63-bc935c2172bf,False,Var2
53bf4ac1-4da6-4a00-93ec-b532d5d5cc01,False,Var2
50e1e698-760a-4e73-be6b-11d8d746cb01,True,Control
8eaab437-513e-4893-ba21-d9bcdc7dd0f0,False,Var1
08d26c64-84b2-4cd6-85c0-16519ca7bb21,False,Var1
7065c5c3-4d25-4dd9-abf5-e7bab2bd9553,True,Control
89a29e38-3ab0-4c8e-8ed3-3d6d6bb2d123,True,Control
bf8d1712-857a-444f-80cb-b66b8dd17d87,True,Control
9154ae7f-521e-4b16-bee5-d1041cc5bed5,False,Var1
642ff8ac-551a-464e-8fc5-f7f15a47a7be,False,Var2
0b951f20-d187-4e88-862c-7e5215bbb262,True,Control
20d48e0d-6e55-4ed9-8995-8e781020d730,False,Var2
cad6755a-8833-400b-8fca-e515d83076d7,True,Control
de464c1f-3b52-4675-aa1f-ab90c13e4bfb,True,Control
823c45dc-1e2e-4f3a-bba7-25c16060c2bf,False,Var1
543bb6c1-6833-4354-9524-dbfa3c4a970f,True,Control
3d7d94f2-00f1-4ca4-93cc-1b943de4aa66,False,Var2
49a65ece-4d50-4dc8-bd21-0db70a0df624,False,Var2
b7d05cf3-a834-4fef-8290-c14b48c64bef,False,Var1
cdae5ceb-394d-4ad9-847a-ae11d78ab456,True,Control
996389e1-2167-416b-b369-e17b2473c4d6,True,Control
f00f2cfc-790a-49e6-bb26-02a31badffca,True,Control
db10c85c-18f8-4fc5-a94d-959a75a808d0,True,Control
28929d03-0f18-40a0-8fe1-9638b6c32df4,True,Control
4f9b6f73-9ccd-423b-bbad-4a75a56356a6,True,Control
8fb15bfa-8240-4b2c-b404-79f1c64ca120,True,Control
8d3c65e8-4a09-4f74-9ccc-43496194e0c8,True,Control
8945cf96-af53-477f-9281-f3db7d81ece4,False,Var2
e9e2cb7f-a987-454e-ac08-c3bd700480ba,False,Var1
f4d94572-a2ed-4468-abbc-1d39628b10b8,True,Control
092fa5e8-ad3d-465c-b730-afd412accd27,False,Var1
7a2d4563-b156-4df8-a66e-0da3584abe8d,True,Control
01a0af38-e961-4173-8f5e-5436d520bf0a,False,Var2
01a304c0-3c7c-4639-b466-9da8f6821b82,False,Var1
66b92381-cd98-4ce2-8bf0-9c2305f2f73f,True,Control
177d337f-8c4c-4f12-8024-1b11fa5160d3,False,Var2
4c05f406-521d-458a-82d1-faaa6d1caf08,True,Control
e084578e-8a60-4b01-bd16-b977da95e1c7,True,Control
7793eb1b-5160-4e11-b463-62309c554f6b,False,Var2
27fabcb8-1f8d-436f-8eca-3bc52355c9c4,True,Control
f2ccdabe-00cc-4787-992a-7aa3cc898a8e,True,Control
604fd01f-c05a-42b6-8966-d5178367eff5,True,Control
38ba445d-6545-45be-b7a0-fdf4a358a2d8,True,Control
c6ff5ae3-7665-40f4-950b-3fac21060d9a,True,Control
ca4d2fe1-6848-475d-b9eb-6f73d72a3829,True,Control
206becc8-f943-44c6-a139-30a993a04d48,False,Var1
e3d01f58-b39a-4531-b8e6-d6cd2415dda1,False,Var1
44251d3e-1397-4b52-904b-9d5f49a0e8fe,False,Var1
a143e72c-8838-4c3f-9e25-7d49ffa6d86f,True,Control
42e5eac7-f0ec-48e9-9add-dfba51c54d34,True,Control
26aea1e6-0a4a-4d35-af9e-531f93041e93,False,Var2
e3b2947d-8f1e-4178-add9-f6c257a04d4c,False,Var1
69cdc69e-3b88-45fa-a82a-b9f9e4162100,False,Var2
6b265d71-f75d-44ef-ba37-ab765088b6cc,True,Control
97f2e061-f013-4c3d-a24d-9d678636c6ff,True,Control
eb5157a0-2e1a-4dc2-b376-b7c8fdf9fe7a,False,Var1
b8cf710a-2ab6-44da-a614-71839f2bc9b1,False,Var2
a61e4e62-f293-4fd6-afe0-2761aadd10bf,False,Var2
0610965b-be6b-4e69-a950-e8f71508a43c,False,Var2
02cea22b-eedf-4972-92df-f9530dde654f,True,Control
aa2cd78b-3484-438d-b6bd-d1a26987e0cb,True,Control
5dfa8384-29fd-454d-a443-25079b0b2924,True,Control
77087821-ef5b-47ac-805d-12b632d25ac5,True,Control
7bce5e7e-4ef6-4627-a68b-1785e55ae83e,False,Var1
3f1d342d-aedd-4e19-a212-393160e5d559,True,Control
edea5b21-77e0-4f1d-bc1d-fc7b01251c53,False,Var2
bb011aee-41d3-4172-8f72-d085f481606c,True,Control
93440eaa-e8a5-4b62-b8ba-6a9ab42ecc49,True,Control
81f31a50-64a5-4111-bdb4-1eef30ab3a25,True,Control
c929ec2a-51df-49d2-9fcb-52933f212d2b,False,Var1
aa95f4bd-3245-4bae-b0cd-7c3994a4c328,False,Var2
eb9b28d7-ad33-45af-bb81-b99ff9bd29d8,True,Control
f1236498-beda-4e2f-ab98-71dfea3cdf02,False,Var2
e8f87c4e-7c29-44ba-b09e-8ac430904700,False,Var1
b085f115-bdeb-46c9-b90e-837a354babec,False,Var1
e49be861-6993-4887-bc1e-461222694103,True,Control
a47a9817-4b4e-4e03-b980-fd3d4ede649c,True,Control
281cec66-d4e6-4e47-9957-134fe4f10874,False,Var1
35c98c1b-75f9-429a-8b37-9f249f2c20ad,False,Var1
8f34bc77-1f1d-4b99-a1ff-31e8de504d10,True,Control
1c53fb3e-0391-4743-81b0-1362ccc3592b,False,Var2
2719369c-8035-4cbc-a90b-50e92b08879b,True,Control
8919e0a6-ded6-48f1-8bb1-37f16c885bfc,True,Control
21f1f91f-0b08-46f1-9021-eed6efa4d671,True,Control
252fa70d-63dc-46ac-bbc1-5eed723deb48,False,Var2
e27fe9c8-5908-4692-a66b-539088fb6710,True,Control
35cbb9df-6c46-481a-b31a-f50c7b3ddce5,False,Var2
a9daf7bb-9f79-4c82-9557-fe2bf047663a,True,Control
c41c865d-a467-4049-a3cd-50ecbd8cec2b,True,Control
bea3dc96-53c6-467c-b16c-e50839593908,False,Var2
1a675eb7-fc44-4c0a-b16c-3c9e10c58a9a,True,Control
96415d17-d4a6-451a-8d99-798f2b8ccdc7,False,Var2
a2a86f70-8597-4842-8146-cde052da7f13,False,Var2
c46fa010-fa75-441f-8d73-187f04ce0081,False,Var2
e6ba3a10-cc6f-4966-b667-bb19cc78c7c5,False,Var1
dd2066f1-f88c-4216-8ce5-f50ba82ec75d,False,Var1
d296efe1-d4d6-4591-a8af-16142e55b629,False,Var2
58c20147-b602-4b76-b177-60777ec971f9,False,Var2
c6d3381f-94d1-4854-ada2-3e9f0fdecd9a,True,Control
1dcd4038-7f62-4f0e-8dcc-347fbed8a2a5,True,Control
4aed8c40-653c-42da-9792-a734193a3073,True,Control
d7e81f34-7038-4d7b-99d9-9bb8acb44a4d,True,Control
d535e8d5-0316-498f-a669-48e0e2d6d7c0,False,Var2
0b584ca3-cd5e-41a6-acca-edff631e3209,True,Control
28ebaf01-c6e6-4053-8e28-8e19a6417e8a,False,Var1
3ef17822-57ea-471d-a63a-341fa4a475f1,True,Control
7ecc72a1-7e44-41b5-80f3-4e6c3efa551c,False,Var1
246b66fc-211b-492d-b077-39cafc8bf99a,True,Control
739c4fc2-5473-4d9b-bee5-cd06007a2108,True,Control
e0160c51-b8ea-4dad-b926-ef1ba488e9c2,False,Var1
d48a478c-abdc-4472-a244-3e0d097fc53a,False,Var1
0d2cb83d-93c4-45e3-8d31-1274e8f13f94,True,Control
c222bdca-6d0e-492b-8a27-788f9b5323c3,True,Control
317e802a-bf8e-4727-a3af-cfe82ad6acc4,False,Var2
2c0b7415-0f65-4cab-82a2-51b32b6b37d2,True,Control
cc93f3f7-888f-4f59-b6de-ff3be0b3587f,True,Control
3a53639d-d924-428a-9e14-cf17f815637f,False,Var1
0473ded9-47a6-4e98-acbf-c726519028c3,False,Var1
f6ea0243-0a29-4861-a605-25f0b27bcc3d,False,Var1
3be2b152-5b17-470f-a013-39b99219de70,False,Var1
40b1af8e-881d-4312-8fc0-aaa4c59b8721,True,Control
e5681ee5-8cfb-4abe-942c-6468ef72ff7a,False,Var1
b89f0e6b-bbbd-439a-bfe6-f11b31b48736,False,Var2
582cb1a1-87b7-43b8-bce6-6d747ae83640,True,Control
eb322f0e-245f-431d-aca4-497abff526eb,True,Control
cd06ca91-5f23-494b-b128-abc0fd720864,False,Var1
eb84d679-e6a0-4eb6-bfcb-353b7768c5da,False,Var2
7f945d44-de11-4e15-96a8-4e1e6fddd276,True,Control
87d2cb18-6a00-4548-be07-1602b499b896,True,Control
82222c0b-04b2-4da8-9852-50da490eb15a,True,Control
ca05ecf7-1403-4698-a3c0-89cafd25b2f5,False,Var2
a70ff843-41f8-491b-815f-55b4e7505b84,False,Var2
91e7b7b0-f4bb-430e-84bc-8c86c1401dab,False,Var1
a6613047-ec38-4cce-ba95-2a5f3d967cd4,True,Control
e24e568e-9242-4c9d-9f23-1f4cf2ba12de,False,Var2
7ff50c6c-1cf3-4019-8ca6-56989f7eb394,True,Control
336369db-05a9-49e4-9385-bd90918b0e73,False,Var1
5ce768af-d34f-4255-a8bb-c1f808c61c26,True,Control
a6e1d6c3-99a3-45ab-b390-41558c2e68c2,False,Var2
8285e92b-366c-4426-9e6c-765987c7581b,False,Var1
13f8f572-052c-41a4-93d7-eee2681d8892,False,Var2
5b4c10ef-39fa-4e0b-bec7-aa1f637a014e,True,Control
654fda99-0436-4337-bfb9-812002e56f28,True,Control
7e8044cd-0c8d-45ae-9fcd-3b04158a98ad,False,Var1
bd4edd55-24b7-429b-88dd-d187c13868b3,False,Var1
110e452c-22fe-4779-85e2-b8d334654cd9,False,Var2
24117b7e-cf7e-46d0-8922-ddce62e18120,True,Control
99bb1f7f-5df3-4c1e-9d89-24bdaa9cd970,True,Control
f9ff3d1a-e6d4-4828-8d40-c2b2707bdc1c,False,Var2
8896e4fd-29f1-4392-b7ad-6a3cf44cfd8e,True,Control
5a97b16b-98ab-49b8-a032-524d8c1349e3,False,Var2
939a248b-f794-4da2-98db-796d91ee3fa9,True,Control
c9bfa29e-0429-4e6b-a962-797aac06a9a9,False,Var1
543d0652-331d-4264-921c-70de83787128,True,Control
a216e241-ef6c-4f5d-92e3-8f83fa3c1a58,False,Var2
fe4410bb-ae06-4512-b151-32acf18fb4f3,False,Var2
4c899cff-038f-4a0e-8333-07fa0063ff13,False,Var1
36b00901-3369-47cb-be76-127cabaa8043,False,Var2
4266b2f0-d501-490f-916e-8672c26bc194,True,Control
88edbca1-1d98-41f1-8861-defb366e4cef,True,Control
df680030-10b4-4015-8e5d-9ba97d727cad,True,Control
16a06ebc-d903-4835-8ab6-33b9ffd55c8f,False,Var2
3d9845a0-b400-44ab-88d3-2c9d1eb7f0bf,False,Var2
47af5b2b-e774-4bcc-9109-e49ec91d2d7a,True,Control
238ca421-413d-46f4-8390-81df15a68bb5,True,Control
b1901a65-9678-4919-8a53-f8f47f8f6bdc,False,Var1
7ee1e512-36d6-4f0e-8253-538964a9e027,True,Control
2cb22a26-45f7-4adf-a823-bda9dfe94830,False,Var2
69fe4932-f9d0-4a9c-83a1-410a1d0fa4dd,True,Control
2bb2014b-7da9-45d6-8658-1ac8ae0fcaeb,True,Control
7d85b473-7403-48bf-b539-2b0f0a98d84a,False,Var1
bae80918-9a37-4948-adc1-c46970202312,True,Control
8ac84fac-ca4c-47e1-a7f4-f2d1dd5e8cb0,True,Control
dc5722ec-8605-427c-a233-e10bb11084cf,False,Var1
18fea4be-684e-46fb-bf43-cab1fb8e2dbc,True,Control
507aa0c7-88d6-47ac-b641-4842c3827b3d,True,Control
7d1332be-4138-4b77-a822-db8937a27a95,False,Var1
dc6d58d7-3f95-44bc-bd45-413c0276638f,False,Var2
a5af4671-2a1c-4469-905b-ecddb840fe66,False,Var2
007df476-716c-4677-b2fa-62bfe418b2f0,True,Control
c9d82fab-67f0-4140-bccb-2245386d5216,True,Control
fe49789b-c32e-4007-ad0d-8d45ba540cc2,True,Control
e957248e-2c25-4107-9552-2296902d2390,False,Var2
6dd2ee75-f13e-4e28-bf27-d217e232d415,False,Var2
b9d6d027-d2fb-410a-8db5-dad5ff61cbd7,True,Control
f536c156-1966-442f-b1b8-91a02dea1469,False,Var1
1b1e2c35-e431-4320-9077-fc24630de1bd,True,Control
8fb4b5e6-ea53-45a9-83ad-474ed51e8995,False,Var2
15e5ef70-6328-4418-859d-91ad89938d59,True,Control
56b18bd7-37b0-407c-bfaa-f28a96e36aff,True,Control
6ba06bdc-0586-4b2c-a2df-302b7a4919dd,True,Control
dcf9f56b-364a-4c71-a897-2a690780e282,True,Control
1fec190f-7820-4e90-b557-e0eb6d9fb512,False,Var2
84d2c279-abde-493c-919d-08e69c313292,False,Var1
0cf9f914-41d1-4e2a-86d9-3f579c8400d7,False,Var2
e66aa4c5-dcaf-4900-a450-860efa8153c9,False,Var1
b746acb5-1db4-43eb-b2c9-4d6710132e4d,True,Control
6c80d0c1-cea1-4819-9405-ef4fccb7eeca,False,Var1
c294f499-b26a-4147-93d9-113828bb1aae,False,Var1
05132552-d859-477d-85b3-cba85cfd2548,False,Var1
6311a812-e770-467d-9aae-5aba917250cf,True,Control
8e347ab9-9192-4820-a1fd-d45f08b541c0,False,Var1
b4213c43-5756-484f-852b-6f4edc646b77,True,Control
e98d326c-7a7c-42f3-a7d1-ceeff675708e,True,Control
dd810ab1-ac70-4766-8b9f-4d1f6c55995f,True,Control
5af247b8-6e63-4194-94fd-f0a523f8fb35,True,Control
81895a72-0b4c-4471-97ea-3d3d9175e026,False,Var1
d4af675b-63fb-4451-8f5a-e4697f705d73,False,Var1
8ca5255d-98f7-488e-a1e9-57e764f72350,False,Var1
e669bbaa-8efc-4c8c-be24-eeafd60d3026,False,Var2
c3d4210c-cbdb-42b2-8d02-59d4c06b820f,False,Var2
8e7bfb6f-ebe8-4a61-8742-3d14270f807b,True,Control
9898f813-d763-4ae4-a813-cc7d181c081f,False,Var2
beead88f-44ba-4ebb-85e3-e48a7f7f0d39,True,Control
3911b32e-1fa7-4629-a855-339363c570c2,False,Var2
d084a23a-2471-41a3-b6eb-e898aec800be,False,Var2
18dd1144-6cb3-4204-aa08-1598292b3898,True,Control
da409f62-3449-4453-bb6b-de86d1446031,False,Var1
e66c0532-8412-45b4-98cf-a437a61b98cd,True,Control
abc5d904-d217-4b93-82db-720e2e808d42,False,Var1
dd247bb2-2423-4673-beca-f26082e52cc0,True,Control
d1e6c495-8435-4df1-97d5-a556bbae40d3,False,Var2
21334e26-f711-47b7-adb7-125c466d387e,False,Var2
313def61-e55c-4991-b4dd-073d039bcd45,False,Var1
e5a620ac-337f-474a-a4c4-4126f3d56914,True,Control
5aae29de-4138-4143-bc5d-24d5199ed642,True,Control
cd9f2356-ba0b-4cfb-9bcb-6561aa923a0d,True,Control
a285536a-8a66-4f28-b732-a1a4ce5a3b6e,True,Control
35a2b282-1359-4e63-b01e-205d909d6a71,True,Control
043c2349-4852-4ad0-8892-c1edc92692d6,False,Var2
173dcb93-3f46-41e4-8dbd-f2c97e0f5028,False,Var1
ebfc71a4-273d-4f51-bbc3-1c6739370744,False,Var1
22390db8-6179-46c9-af67-ee8b48717e2a,True,Control
cc782a28-cd8f-4f21-bca8-74efe6c0a7ac,False,Var1
bc1e2aec-5c8b-443f-8b0d-56eab4e8c6ef,True,Control
abf8c99a-f4ea-404f-9cd1-c1c62c72cac3,True,Control
3f7ca0fa-f2ae-4e77-b497-38d58c226993,True,Control
c9b1377a-2b6e-470c-937f-d285f6cef0b1,True,Control
8a7548eb-6daa-437b-8858-ed0ef554b6ae,False,Var2
3eeb0473-8d8d-47b8-bd60-683e9373d6ce,False,Var1
a773a6f9-1b84-4d1b-9e2d-13b5c0be194c,False,Var2
449565d9-3f01-4128-ab1e-fcd8c0ff5d14,True,Control
7f5c6a4d-3d55-47a6-ab0b-d97e5e0c23b8,False,Var2
d9500876-cdb7-434a-be90-c08201fad3ec,False,Var2
06575327-a6c1-45ef-8a87-f965045f3299,False,Var2
b742de44-d1b1-4f49-a4f1-91a2cfd3052c,False,Var2
5a8962b1-c20e-40ca-8529-dfeddd850579,True,Control
da6b23e9-8479-4f2e-915b-1f1ada169599,True,Control
c7e07956-2415-42fa-a684-f645dd0a1c91,True,Control
832d86fb-4ecd-4052-9d8f-b11f2808c909,True,Control
27f9f706-5665-4ab6-a227-a021d7d79eaa,True,Control
